id,lat,long,latsta,longsta,magnitudo,kategori_magnitudo, kedalaman,kategori_kedalaman,PGA,kategori_PGA, jarakhipo,kategori_jarakhipo,MMI,efek_gempa
231,-3.48,140.25,-2.57,140.51,4.9,Sedang,71,Menengah,1.701746,Kecil,126.795,Intermediet,2,Tidak Ada atau Jarang Kerusakan
232,-6.4,106.15,-6.3615,106.2511,5,Kuat,162,Menengah,0.979816,Kecil,162.444,Intermediet,1,Tidak Ada atau Jarang Kerusakan
233,0.76,124.36,1.2948,124.92,5,Kuat,197,Menengah,0.69828,Kecil,214.934,Intermediet,1,Tidak Ada atau Jarang Kerusakan
234,-8.33,115.48,-8.36381,115.60953,4.2,Sedang,5,Sangat Dangkal,11.74204,Medium,15.678,Sangat Dangkal,3,Tidak Ada atau Jarang Kerusakan
235,-3.26,139.87,-2.57,140.51,5.5,Kuat,89,Menengah,6.134303,Kecil,141.414,Intermediet,3,Tidak Ada atau Jarang Kerusakan
236,1.05,127.47,1.823,127.78,3.7,Sedang,5,Sangat Dangkal,0.048226,Kecil,92.581,Dangkal,1,Tidak Ada atau Jarang Kerusakan
237,0.98,127.53,1.823,127.78,4.2,Sedang,2,Sangat Dangkal,0.132307,Kecil,97.601,Dangkal,1,Tidak Ada atau Jarang Kerusakan
238,0.98,127.55,0.664562,127.445688,4.4,Sedang,4,Sangat Dangkal,1.959357,Kecil,37.095,Sangat Dangkal,2,Tidak Ada atau Jarang Kerusakan
239,1.07,127.43,-0.6379,127.5008,3.8,Sedang,5,Sangat Dangkal,0.010636,Kecil,189.806,Intermediet,1,Tidak Ada atau Jarang Kerusakan
240,1.02,127.51,0.664562,127.445688,2.6,Lemah,9,Sangat Dangkal,0.045423,Kecil,41.092,Sangat Dangkal,1,Tidak Ada atau Jarang Kerusakan
241,1.1,127.36,-0.6379,127.5008,3.1,Sedang,2,Sangat Dangkal,0.0063,Kecil,193.549,Intermediet,1,Tidak Ada atau Jarang Kerusakan
242,1.8,128.78,1.823,127.78,5.2,Kuat,10,Sangat Dangkal,2.944607,Kecil,111.479,Intermediet,3,Tidak Ada atau Jarang Kerusakan
243,-3.59,123.36,-3.970254,122.58962,3.9,Sedang,10,Sangat Dangkal,0.18795,Kecil,95.885,Dangkal,1,Tidak Ada atau Jarang Kerusakan
244,1.07,127.18,1.823,127.78,3.2,Sedang,5,Sangat Dangkal,0.08048,Kecil,106.989,Intermediet,1,Tidak Ada atau Jarang Kerusakan
245,-2.68,140.35,-2.57,140.51,4.5,Sedang,10,Sangat Dangkal,5.27296,Kecil,23.759,Sangat Dangkal,3,Tidak Ada atau Jarang Kerusakan
246,-8.71,118.48,-8.5427,118.693,3.6,Sedang,13,Dangkal,25.8791,Medium,32.754,Sangat Dangkal,3,Tidak Ada atau Jarang Kerusakan
247,1.05,127.46,0.664562,127.445688,3,Sedang,1,Sangat Dangkal,0.23299,Kecil,42.825,Sangat Dangkal,1,Tidak Ada atau Jarang Kerusakan
248,1.05,127.44,-0.6379,127.5008,2.7,Lemah,2,Sangat Dangkal,0.0063,Kecil,187.489,Intermediet,1,Tidak Ada atau Jarang Kerusakan
249,-0.47,119.89,-0.9053,119.8368,4.7,Sedang,20,Dangkal,1.30102,Kecil,52.626,Dangkal,2,Tidak Ada atau Jarang Kerusakan
250,-8.26,123.47,-8.41222,123.00085,4.9,Sedang,10,Sangat Dangkal,12.2783,Medium,55.654,Dangkal,3,Tidak Ada atau Jarang Kerusakan
251,-0.31,122.98,0.4771,121.9406,5.6,Kuat,71,Menengah,3.45842,Kecil,161.199,Intermediet,3,Tidak Ada atau Jarang Kerusakan
252,-7.36,123.08,-8.5427,118.693,6.6,Kuat,569,Dalam,6.22553,Kecil,760.344,Sangat Dalam,3,Tidak Ada atau Jarang Kerusakan
253,-4.86,131.2,-4.52223,129.90441,5.4,Kuat,89,Menengah,12.0338,Medium,173.229,Intermediet,3,Tidak Ada atau Jarang Kerusakan
254,-8.9,118.93,-8.5427,118.693,5.4,Kuat,130,Menengah,60.0566,Besar,138.438,Intermediet,5,Barang-Barang Bergerak dan Tidak Ada Kerusakan
255,-8.91,118.95,-8.5427,118.693,5.1,Kuat,104,Menengah,7.42659,Kecil,115.291,Intermediet,3,Tidak Ada atau Jarang Kerusakan
256,-3.79,127.76,-3.31836,128.39473,5.7,Kuat,10,Sangat Dangkal,4.837,Kecil,88.344,Dangkal,3,Tidak Ada atau Jarang Kerusakan
257,-3.69,127.85,-3.23897,127.09982,6.2,Kuat,10,Sangat Dangkal,8.97747,Kecil,97.675,Dangkal,4,Barang-Barang Bergerak dan Tidak Ada Kerusakan
258,-3.76,127.87,-3.31836,128.39473,5.6,Kuat,10,Sangat Dangkal,4.09143,Kecil,76.783,Dangkal,3,Tidak Ada atau Jarang Kerusakan
259,-8.24,107.29,-7.309,107.13,5,Kuat,10,Sangat Dangkal,2.54381,Kecil,105.332,Intermediet,2,Tidak Ada atau Jarang Kerusakan
260,-1.26,120.4,-1.42,120.65,5.2,Kuat,10,Sangat Dangkal,94.3108,Besar,34.431,Sangat Dangkal,5,Barang-Barang Bergerak dan Tidak Ada Kerusakan
261,-6.72,104.5,-6.6135,105.6928,5.3,Kuat,10,Sangat Dangkal,6.47198,Kecil,133.303,Intermediet,3,Tidak Ada atau Jarang Kerusakan
262,-8.26,115.57,-8.36381,115.60953,5,Kuat,10,Sangat Dangkal,50.1346,Besar,15.875,Sangat Dangkal,5,Barang-Barang Bergerak dan Tidak Ada Kerusakan
263,1.89,127.06,1.5013,124.9178,5.3,Kuat,74,Menengah,31.5623,Medium,252.743,Intermediet,4,Barang-Barang Bergerak dan Tidak Ada Kerusakan
264,1.37,96.93,1.1648,97.7038,5.3,Kuat,15,Dangkal,3.66886,Kecil,90.118,Dangkal,3,Tidak Ada atau Jarang Kerusakan
265,0.31,124.52,0.5745,123.9807,5.5,Kuat,77,Menengah,9.24444,Kecil,101.855,Intermediet,3,Tidak Ada atau Jarang Kerusakan
266,-1.14,119.91,-0.9159,119.9052,5.1,Kuat,10,Sangat Dangkal,305.823,Sangat Besar,26.816,Sangat Dangkal,8,"Kerusakan Menengah, Hancurnya Dinding"
267,-1.15,119.93,-0.9159,119.9052,5.1,Kuat,10,Sangat Dangkal,275.619,Sangat Besar,27.979,Sangat Dangkal,8,"Kerusakan Menengah, Hancurnya Dinding"
268,-6.86,129.9,-3.71133,128.09566,5.7,Kuat,160,Menengah,3.9881,Kecil,433.434,Dalam,3,Tidak Ada atau Jarang Kerusakan
269,-4.19,128.7,-3.31836,128.39473,5.1,Kuat,176,Menengah,0.64169,Kecil,203.679,Intermediet,1,Tidak Ada atau Jarang Kerusakan
270,-9.89,123.03,-10.138,123.666,5.2,Kuat,86,Menengah,1.14239,Kecil,114.619,Intermediet,2,Tidak Ada atau Jarang Kerusakan
271,-3.16,102.15,-3.7611,102.2714,5.1,Kuat,10,Sangat Dangkal,3.35542,Kecil,68.8,Dangkal,3,Tidak Ada atau Jarang Kerusakan
272,1.41,122.56,0.63,122.85,4.9,Sedang,5,Sangat Dangkal,10.6103,Medium,92.506,Dangkal,3,Tidak Ada atau Jarang Kerusakan
273,-0.64,123.7,0.63,122.85,5.5,Kuat,10,Sangat Dangkal,7.13278,Kecil,169.925,Intermediet,3,Tidak Ada atau Jarang Kerusakan
274,-5.24,102.84,-5.0175,104.0589,5.3,Kuat,53,Dangkal,10.9222,Medium,147.392,Intermediet,3,Tidak Ada atau Jarang Kerusakan
275,3.32,97.51,3.1736,97.2862,5,Kuat,10,Sangat Dangkal,6.93781,Kecil,31.324,Sangat Dangkal,3,Tidak Ada atau Jarang Kerusakan
276,-7.26,106.99,-7.0053,106.5563,5.2,Kuat,113,Menengah,2.18712,Kecil,126.039,Intermediet,2,Tidak Ada atau Jarang Kerusakan
277,-7.26,106.99,2.27277,97.81543,5.2,Kuat,113,Menengah,1.5304,Kecil,191.559,Intermediet,2,Tidak Ada atau Jarang Kerusakan
278,-7.26,106.99,-7.784,108.449,5.2,Kuat,113,Menengah,132.201,Besar,113.486,Intermediet,6,"Kerusakan Kecil, Retak pada Dinding"
279,0.65,122.38,0.4771,121.9406,5.1,Kuat,63,Dangkal,6.42127,Kecil,81.952,Dangkal,3,Tidak Ada atau Jarang Kerusakan
280,-8.09,106.76,-7.309,107.13,5.7,Kuat,10,Sangat Dangkal,8.141181,Kecil,96.447,Dangkal,3,Tidak Ada atau Jarang Kerusakan
281,0.03,123.47,1.5013,124.9178,5.1,Kuat,130,Menengah,1.094982,Kecil,263.435,Intermediet,1,Tidak Ada atau Jarang Kerusakan
282,-4.35,101.96,-3.865,102.312,4.8,Sedang,27,Dangkal,7.883724,Kecil,71.79,Dangkal,3,Tidak Ada atau Jarang Kerusakan
283,-2.81,139.51,-2.51,140.7,5.4,Kuat,73,Menengah,1.039753,Kecil,154.55,Intermediet,1,Tidak Ada atau Jarang Kerusakan
284,3.89,126.65,4.0079,126.67,5.1,Kuat,10,Sangat Dangkal,29.50628,Medium,16.619,Sangat Dangkal,4,Barang-Barang Bergerak dan Tidak Ada Kerusakan
285,0.46,121.12,0.3374,119.898,5.2,Kuat,61,Dangkal,6.758758,Kecil,149.348,Intermediet,3,Tidak Ada atau Jarang Kerusakan
286,3.98,126.88,4.0079,126.67,5.7,Kuat,16,Dangkal,20.61323,Medium,28.442,Sangat Dangkal,3,Tidak Ada atau Jarang Kerusakan
287,-4.41,102.13,-3.865,102.312,5,Kuat,16,Dangkal,37.6217,Medium,65.755,Dangkal,4,Barang-Barang Bergerak dan Tidak Ada Kerusakan
288,-4.33,129.91,-4.52223,129.90441,3.2,Sedang,10,Sangat Dangkal,17.9086,Medium,23.573,Sangat Dangkal,3,Tidak Ada atau Jarang Kerusakan
289,6.58,95.44,5.496,95.296,5.4,Kuat,190,Menengah,0.95945,Kecil,225.463,Intermediet,1,Tidak Ada atau Jarang Kerusakan
290,0.31,98.59,0.7955,99.57963,5,Kuat,54,Dangkal,5.49299,Kecil,133.742,Intermediet,3,Tidak Ada atau Jarang Kerusakan
291,-3.79,101.51,-3.7611,102.2714,5,Kuat,22,Dangkal,3.67481,Kecil,87.391,Dangkal,3,Tidak Ada atau Jarang Kerusakan
292,1.36,123.66,0.5745,123.9807,5,Kuat,234,Menengah,1.25444,Kecil,236.8,Intermediet,1,Tidak Ada atau Jarang Kerusakan
293,-7.88,128.2,-8.1445,124.5903,5.1,Kuat,105,Menengah,0.241,Kecil,415.245,Dalam,1,Tidak Ada atau Jarang Kerusakan
294,-7.23,105.9,-6.566,106.40396,6.1,Kuat,61,Dangkal,179.454,Sangat Besar,110.827,Intermediet,6,"Kerusakan Kecil, Retak pada Dinding"
295,-7.19,106.07,-7.0053,106.5563,5.1,Kuat,42,Dangkal,4.87681,Kecil,71.401,Dangkal,3,Tidak Ada atau Jarang Kerusakan
296,-7.23,105.99,-7.0053,106.5563,5.2,Kuat,11,Dangkal,101.685,Besar,68.516,Dangkal,5,Barang-Barang Bergerak dan Tidak Ada Kerusakan
297,-7.24,105.96,-7.0053,106.5563,5,Kuat,10,Sangat Dangkal,5.91167,Kecil,71.831,Dangkal,3,Tidak Ada atau Jarang Kerusakan
298,-1.12,126.85,-0.6379,127.5008,5.4,Kuat,10,Sangat Dangkal,3.55452,Kecil,90.455,Dangkal,3,Tidak Ada atau Jarang Kerusakan
299,-2.92,121.3,-2.51,140.7,5.1,Kuat,53,Dangkal,0.89561,Kecil,2154.533,Sangat Dalam,1,Tidak Ada atau Jarang Kerusakan
300,-7.89,118.79,-8.54,118.69,5.1,Kuat,30,Dangkal,6.825,Kecil,79.15,Dangkal,3,Tidak Ada atau Jarang Kerusakan
301,-7.88,118.81,-8.54,118.69,5.2,Kuat,26,Dangkal,18.725,Medium,79.09,Dangkal,3,Tidak Ada atau Jarang Kerusakan
302,-0.22,125.22,0.57,123.98,5.6,Kuat,10,Sangat Dangkal,3.638,Kecil,163.71,Intermediet,3,Tidak Ada atau Jarang Kerusakan
303,-5.29,133.91,-5.66,132.74,5.5,Kuat,90,Menengah,0.741,Kecil,163.71,Intermediet,2,Tidak Ada atau Jarang Kerusakan
304,-9.27,122.54,-8.41,123,5.3,Kuat,159,Menengah,1.936,Kecil,192.26,Intermediet,2,Tidak Ada atau Jarang Kerusakan
305,4.66,96.27,4.27,96.4,5.3,Kuat,10,Sangat Dangkal,7.399,Kecil,47.18,Sangat Dangkal,3,Tidak Ada atau Jarang Kerusakan
306,-9.17,117.17,-8.74,116.88,5,Kuat,96,Menengah,3.595,Kecil,111.96,Intermediet,3,Tidak Ada atau Jarang Kerusakan
307,-5.99,133.72,-5.66,132.74,5.5,Kuat,95,Menengah,2.285,Kecil,149.21,Intermediet,2,Tidak Ada atau Jarang Kerusakan
308,-1.27,120.5,-0.91,119.84,5.1,Kuat,10,Sangat Dangkal,0.975,Kecil,84.61,Dangkal,2,Tidak Ada atau Jarang Kerusakan
309,-7.89,106.47,-7.31,107.13,5.1,Kuat,10,Sangat Dangkal,8.458,Kecil,98.11,Dangkal,3,Tidak Ada atau Jarang Kerusakan
310,-6.09,142.72,-8.52,140.41,7.6,Kuat,96,Menengah,34.145,Medium,383.89,Dalam,4,Barang-Barang Bergerak dan Tidak Ada Kerusakan
311,-2.62,126.73,-3.71,128.1,6,Kuat,10,Sangat Dangkal,39.858,Medium,194.3,Intermediet,4,Barang-Barang Bergerak dan Tidak Ada Kerusakan
312,0.99,98.7,1.5534,98.8969,5.7,Kuat,87,Menengah,33.6139,Medium,109.351,Intermediet,4,Barang-Barang Bergerak dan Tidak Ada Kerusakan
313,0.97,98.65,1.39876,99.43094,5.6,Kuat,104,Menengah,37.8616,Medium,143.51,Intermediet,4,Barang-Barang Bergerak dan Tidak Ada Kerusakan
314,-6.31,130.43,-5.6639,132.7361,6.1,Kuat,166,Menengah,3.47723,Kecil,313.406,Dalam,3,Tidak Ada atau Jarang Kerusakan
315,-0.65,123.25,0.63,122.85,5.5,Kuat,10,Sangat Dangkal,15.6938,Medium,149.191,Intermediet,3,Tidak Ada atau Jarang Kerusakan
316,-1.73,135.81,-3.926768,136.380992,5.1,Kuat,10,Sangat Dangkal,0.18493,Kecil,252.142,Intermediet,1,Tidak Ada atau Jarang Kerusakan
317,-6.24,142.35,-8.51812,140.41414,5.3,Kuat,10,Sangat Dangkal,0.46133,Kecil,331.99,Dalam,1,Tidak Ada atau Jarang Kerusakan
318,-6.17,142.53,-8.51812,140.41414,6.8,Kuat,47,Dangkal,5.761,Kecil,353.981,Dalam,3,Tidak Ada atau Jarang Kerusakan
319,-3.3,131.03,-3.1075,130.4939,5.4,Kuat,13,Dangkal,2.607,Kecil,66.593,Dangkal,2,Tidak Ada atau Jarang Kerusakan
320,-3.25,130.98,-3.1075,130.4939,5.7,Kuat,25,Dangkal,6.468,Kecil,61.535,Dangkal,3,Tidak Ada atau Jarang Kerusakan
321,1.95,98.94,0.5792,97.815,5.2,Kuat,171,Menengah,3.71171,Kecil,351.64,Dalam,3,Tidak Ada atau Jarang Kerusakan
322,0.84,125.38,1.2948,124.92,5.1,Kuat,15,Dangkal,7.60921,Kecil,73.353,Dangkal,3,Tidak Ada atau Jarang Kerusakan
323,-0.5,121.66,0.4771,121.9406,5.1,Kuat,10,Sangat Dangkal,0.21883,Kecil,115.293,Intermediet,1,Tidak Ada atau Jarang Kerusakan
324,0.59,121.5,0.4771,121.9406,5.2,Kuat,102,Menengah,18.9087,Medium,51.468,Dangkal,3,Tidak Ada atau Jarang Kerusakan
325,-7.4,105.95,-5.0175,104.0589,5.2,Kuat,10,Sangat Dangkal,0.93173,Kecil,121.178,Intermediet,1,Tidak Ada atau Jarang Kerusakan
326,4.66,102.78,-3.8583,102.3366,5.4,Kuat,28,Dangkal,2.28411,Kecil,105.477,Intermediet,2,Tidak Ada atau Jarang Kerusakan
327,-4.77,129.84,-3.71133,128.09566,6.9,Kuat,169,Menengah,13.344,Medium,425.816,Dalam,4,Barang-Barang Bergerak dan Tidak Ada Kerusakan
328,2.53,95.85,2.40893,96.32671,5.1,Kuat,16,Dangkal,6.84591,Kecil,56.891,Dangkal,3,Tidak Ada atau Jarang Kerusakan
329,3.12,127.94,1.2948,124.92,5.6,Kuat,10,Sangat Dangkal,1.82154,Kecil,391.814,Dalam,2,Tidak Ada atau Jarang Kerusakan
330,-1.53,138.52,-2.51,140.7,5.4,Kuat,94,Menengah,0.2489,Kecil,281.467,Intermediet,1,Tidak Ada atau Jarang Kerusakan
331,-9.5,120.02,-8.4866,119.8867,5,Kuat,71,Menengah,5.34976,Kecil,133.841,Intermediet,3,Tidak Ada atau Jarang Kerusakan
332,-2.72,127.65,-3.23897,127.09982,4.9,Sedang,10,Sangat Dangkal,3.67816,Kecil,84.546,Dangkal,3,Tidak Ada atau Jarang Kerusakan
333,-5.89,142.53,-8.51812,140.41414,6.4,Kuat,124,Menengah,8.3025,Kecil,394.508,Dalam,3,Tidak Ada atau Jarang Kerusakan
334,-6.47,103.87,-5.52361,104.49596,5.1,Kuat,10,Sangat Dangkal,1.21673,Kecil,126.345,Intermediet,2,Tidak Ada atau Jarang Kerusakan
335,-7.08,105.5,-6.3615,106.2511,5,Kuat,10,Sangat Dangkal,2.62141,Kecil,115.808,Intermediet,2,Tidak Ada atau Jarang Kerusakan
336,3.72,95.23,5.496,95.296,5.1,Kuat,12,Dangkal,1.12107,Kecil,197.637,Intermediet,2,Tidak Ada atau Jarang Kerusakan
337,-10.54,119.12,-9.6411,119.3911,4.9,Sedang,76,Menengah,0.81277,Kecil,117.378,Intermediet,1,Tidak Ada atau Jarang Kerusakan
338,1.41,126.81,1.443,125.179,6.4,Kuat,10,Sangat Dangkal,23.5872,Medium,181.354,Intermediet,4,Barang-Barang Bergerak dan Tidak Ada Kerusakan
339,1.45,127,0.664562,127.445688,5,Kuat,58,Dangkal,0.11495,Kecil,115.812,Intermediet,1,Tidak Ada atau Jarang Kerusakan
340,1.17,96.42,2.40893,96.32671,5.1,Kuat,53,Dangkal,3.3808,Kecil,89.141,Dangkal,3,Tidak Ada atau Jarang Kerusakan
341,-3.17,139.89,-2.51,140.7,5,Kuat,86,Menengah,1.13364,Kecil,144.384,Intermediet,2,Tidak Ada atau Jarang Kerusakan
342,0.51,125.66,1.443,125.179,5.4,Kuat,10,Sangat Dangkal,32.5826,Medium,116.944,Intermediet,4,Barang-Barang Bergerak dan Tidak Ada Kerusakan
343,-9.55,112.6,-8.1521,112.4506,5,Kuat,10,Sangat Dangkal,1.97564,Kecil,156.371,Intermediet,2,Tidak Ada atau Jarang Kerusakan
344,-7.54,115.58,-8.6774,115.2097,5.85,Kuat,366,Menengah,5.51891,Kecil,389.339,Dalam,3,Tidak Ada atau Jarang Kerusakan
345,-2.06,139.74,-2.51,140.7,5.3,Kuat,10,Sangat Dangkal,3.73861,Kecil,118.11,Intermediet,3,Tidak Ada atau Jarang Kerusakan
346,-4.1,102.72,-3.6506,102.593,5,Kuat,101,Menengah,1.56587,Kecil,113.526,Intermediet,2,Tidak Ada atau Jarang Kerusakan
347,-5.1,126.5,1.443,125.179,5.1,Kuat,10,Sangat Dangkal,15.2459,Medium,151.657,Intermediet,3,Tidak Ada atau Jarang Kerusakan
